                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    502,                0.52608,                0.33974,                0.88581,                0.62935,                0.28451,                0.89379,                0.97154,                0.97725,                0.99319,                0.91533,                0.40833,                0.27026,                0.81437,                0.43088,                0.16809,                0.80888,                0.00035,                0.00035,                0.00035
                    503,                0.53188,                0.34749,                0.89924,                0.63451,                0.30351,                0.90861,                0.97534,                0.96882,                 0.9929,                0.91435,                0.40951,                0.26863,                0.81488,                0.42663,                0.17083,                0.80935,              0.0003467,              0.0003467,              0.0003467
                    504,                0.53941,                0.35214,                0.90211,                0.62208,                0.29658,                0.90555,                0.97608,                0.97375,                0.99313,                0.91408,                0.40613,                0.26761,                0.81548,                0.43114,                 0.1711,                0.81041,              0.0003434,              0.0003434,              0.0003434
                    505,                0.53184,                0.34317,                0.88666,                0.63823,                0.28587,                0.88833,                0.97699,                0.96413,                0.99277,                0.91156,                0.41088,                0.26862,                0.81599,                0.43108,                0.17861,                0.81094,              0.0003401,              0.0003401,              0.0003401
                    506,                0.54457,                0.35189,                0.90329,                0.63241,                0.29043,                0.90464,                0.96984,                0.97375,                0.99271,                0.91053,                0.41812,                 0.2718,                0.81688,                0.43738,                0.18397,                0.81083,              0.0003368,              0.0003368,              0.0003368
                    507,                0.52721,                0.34332,                0.89119,                0.60602,                0.26951,                0.89296,                0.96686,                0.97813,                0.99312,                0.91293,                0.41292,                0.27002,                0.81535,                0.42987,                0.17726,                0.81107,              0.0003335,              0.0003335,              0.0003335
                    508,                0.52683,                0.33978,                 0.8908,                0.62445,                0.27771,                0.89845,                0.96782,                  0.979,                0.99283,                0.91313,                 0.4088,                0.26738,                0.81467,                0.42668,                0.17874,                0.81116,              0.0003302,              0.0003302,              0.0003302
                    509,                 0.5328,                0.34523,                0.89824,                0.63155,                0.30614,                0.90214,                0.97706,                 0.9687,                0.99277,                0.91425,                 0.3988,                0.26299,                0.81261,                  0.418,                0.17922,                0.80947,              0.0003269,              0.0003269,              0.0003269
                    510,                0.54197,                0.35197,                0.89326,                0.64063,                0.29554,                0.90336,                0.97062,                  0.979,                0.99294,                0.91628,                0.40333,                0.26445,                 0.8137,                0.42583,                0.17146,                0.81221,              0.0003236,              0.0003236,              0.0003236
                    511,                0.55074,                0.35605,                0.90464,                0.66346,                0.31614,                0.91898,                0.96663,                0.98075,                0.99303,                0.91597,                0.40886,                0.26855,                0.81496,                0.43173,                0.17884,                0.81473,              0.0003203,              0.0003203,              0.0003203
                    512,                0.52643,                0.34642,                0.89959,                 0.6323,                 0.2846,                0.90546,                0.97028,                0.97988,                 0.9932,                 0.9167,                0.40016,                0.26827,                0.81429,                0.42534,                0.17661,                0.81373,               0.000317,               0.000317,               0.000317
                    513,                0.53585,                0.34799,                0.88836,                0.62278,                0.30747,                0.89865,                0.97211,                0.97638,                0.99297,                0.91767,                0.39251,                0.26238,                0.81235,                0.41925,                0.17511,                0.81022,              0.0003137,              0.0003137,              0.0003137
                    514,                 0.5415,                0.35497,                 0.9074,                0.64466,                0.30484,                0.91212,                0.96953,                0.97439,                0.99258,                0.92286,                 0.3906,                0.26145,                0.81145,                0.41211,                0.17377,                0.80821,              0.0003104,              0.0003104,              0.0003104
                    515,                0.51981,                0.34324,                0.90073,                0.60228,                 0.2873,                0.90648,                0.96469,                0.97994,                0.99242,                0.91982,                0.39387,                0.26073,                0.81174,                0.41308,                0.17361,                0.80799,              0.0003071,              0.0003071,              0.0003071
                    516,                0.52632,                0.34221,                0.89908,                0.62488,                0.28515,                0.91112,                0.95804,                 0.9825,                0.99242,                0.91619,                0.39624,                0.26085,                0.81241,                0.42049,                 0.1784,                0.80912,              0.0003038,              0.0003038,              0.0003038
                    517,                0.52597,                0.34568,                0.90393,                0.63353,                0.29244,                 0.9056,                0.95945,                0.97291,                0.99253,                0.91406,                0.39679,                0.26005,                0.81264,                 0.4208,                  0.177,                0.80903,              0.0003005,              0.0003005,              0.0003005
                    518,                0.54365,                0.35525,                0.90471,                0.62944,                0.28975,                 0.9057,                0.97351,                 0.9755,                 0.9927,                  0.914,                0.40323,                0.26274,                0.81428,                0.42373,                0.17569,                0.80983,              0.0002972,              0.0002972,              0.0002972
                    519,                0.50902,                0.33327,                0.87464,                  0.602,                0.26739,                0.87842,                0.96691,                0.97813,                0.99248,                 0.9148,                0.40295,                0.26296,                0.81361,                0.42407,                0.18007,                0.80911,              0.0002939,              0.0002939,              0.0002939
                    520,                0.55177,                0.35047,                0.89011,                0.65385,                0.30607,                0.89744,                0.96546,                0.97814,                0.99246,                0.91603,                0.40259,                0.26385,                0.81209,                0.42465,                 0.1776,                0.80809,              0.0002906,              0.0002906,              0.0002906
                    521,                0.51706,                0.33778,                0.87721,                0.61147,                0.28751,                0.88146,                0.96382,                0.97899,                0.99221,                0.91449,                0.40719,                0.26372,                 0.8122,                0.42988,                0.18417,                0.80925,              0.0002873,              0.0002873,              0.0002873
                    522,                0.52156,                0.34154,                 0.8817,                0.61104,                0.28849,                0.88865,                0.96842,                0.97463,                0.99228,                0.91189,                 0.4122,                0.26523,                0.81387,                0.43122,                0.18295,                0.81004,               0.000284,               0.000284,               0.000284
                    523,                0.53119,                0.34348,                0.89545,                0.61417,                0.29257,                0.89773,                0.97882,                0.97036,                0.99251,                0.91505,                0.40391,                 0.2624,                0.81289,                0.42172,                0.17793,                0.80918,              0.0002807,              0.0002807,              0.0002807
                    524,                0.51444,                0.34356,                0.90197,                0.59818,                0.30063,                0.91487,                0.97469,                  0.972,                0.99267,                0.91472,                0.40475,                0.26668,                0.81231,                0.42103,                0.17826,                 0.8089,              0.0002774,              0.0002774,              0.0002774
                    525,                0.50515,                0.33454,                0.88633,                0.60379,                0.28794,                 0.8955,                 0.9678,                0.97463,                0.99234,                0.91544,                0.40084,                0.26155,                0.81159,                0.41858,                0.18228,                 0.8078,              0.0002741,              0.0002741,              0.0002741
                    526,                0.51084,                0.33158,                0.88215,                0.61551,                0.27483,                0.88407,                0.97112,                0.97097,                0.99224,                0.91738,                0.40073,                0.26235,                0.81136,                0.42193,                0.17916,                0.80706,              0.0002708,              0.0002708,              0.0002708
                    527,                0.53263,                 0.3423,                0.89001,                0.63879,                0.29278,                0.90192,                 0.9651,                0.97463,                0.99262,                0.91928,                 0.3954,                 0.2613,                0.81024,                0.41643,                0.17175,                0.80588,              0.0002675,              0.0002675,              0.0002675
                    528,                0.53803,                0.34817,                0.89896,                0.62938,                0.29411,                0.90241,                0.97452,                0.97057,                0.99287,                0.91825,                0.39509,                0.26109,                0.81114,                0.41523,                0.16785,                0.80663,              0.0002642,              0.0002642,              0.0002642
                    529,                 0.5252,                0.33964,                 0.8964,                0.61806,                0.28378,                0.90316,                0.98023,                0.96325,                0.99276,                0.91691,                0.39548,                0.26083,                0.81099,                0.41448,                0.17106,                0.80664,              0.0002609,              0.0002609,              0.0002609
                    530,                0.52294,                0.33917,                0.88135,                0.60575,                0.27223,                0.88993,                  0.972,                0.97173,                0.99272,                0.92125,                0.39366,                0.26122,                0.81051,                0.41041,                0.17207,                0.80551,              0.0002576,              0.0002576,              0.0002576
                    531,                 0.5322,                0.34163,                0.88956,                 0.6268,                0.29146,                0.90205,                0.97681,                0.95811,                0.99266,                0.91913,                0.39612,                0.26168,                 0.8111,                 0.4126,                0.17634,                0.80575,              0.0002543,              0.0002543,              0.0002543
                    532,                0.52912,                0.33689,                0.90155,                0.61891,                0.27376,                0.90167,                0.97849,                0.96938,                0.99312,                0.91829,                0.39752,                0.26022,                 0.8116,                0.41856,                 0.1691,                0.80689,               0.000251,               0.000251,               0.000251
                    533,                0.50814,                 0.3419,                0.88646,                0.61305,                0.29099,                0.89405,                0.98151,                0.97523,                0.99343,                0.91881,                0.39385,                0.26049,                0.81079,                0.41466,                0.16334,                0.80654,              0.0002477,              0.0002477,              0.0002477
                    534,                0.51795,                0.33776,                 0.8925,                0.62024,                0.29039,                 0.9016,                0.98144,                0.97288,                0.99335,                0.92158,                0.38751,                0.25808,                0.81061,                0.40653,                0.16379,                0.80631,              0.0002444,              0.0002444,              0.0002444
                    535,                0.51608,                0.33448,                0.89856,                 0.5899,                0.27479,                0.90247,                0.96476,                 0.9825,                 0.9931,                0.92022,                 0.3894,                0.25845,                0.81067,                0.40688,                0.16597,                 0.8059,              0.0002411,              0.0002411,              0.0002411
                    536,                 0.5283,                0.33855,                0.89272,                 0.6288,                0.28693,                 0.8983,                0.97968,                0.97039,                0.99309,                0.91993,                0.39553,                0.26161,                0.81199,                0.41696,                0.16539,                0.80709,              0.0002378,              0.0002378,              0.0002378
                    537,                0.52995,                0.33625,                0.87905,                0.64221,                0.28065,                0.88305,                0.98494,                 0.9727,                0.99358,                0.91971,                0.39779,                 0.2619,                0.81196,                0.41769,                0.15953,                0.80718,              0.0002345,              0.0002345,              0.0002345
                    538,                0.52726,                0.34235,                0.88706,                0.62404,                0.28666,                0.89495,                0.97773,                0.97988,                0.99361,                0.92061,                0.39068,                0.25888,                0.81086,                0.41153,                 0.1586,                0.80648,              0.0002312,              0.0002312,              0.0002312
                    539,                0.51504,                0.34198,                0.89525,                0.61432,                0.29235,                0.90309,                0.97175,                0.97988,                0.99325,                0.92095,                0.38659,                0.25751,                0.81056,                0.40738,                0.16113,                 0.8052,              0.0002279,              0.0002279,              0.0002279
                    540,                0.52285,                0.34139,                0.89946,                0.62558,                 0.2934,                0.90859,                 0.9686,                0.97988,                0.99264,                0.92125,                0.38432,                0.25636,                0.81021,                0.40356,                0.16577,                0.80483,              0.0002246,              0.0002246,              0.0002246
                    541,                0.50834,                0.33257,                0.88664,                0.61088,                0.27579,                 0.8879,                0.96704,                0.97988,                0.99293,                 0.9205,                0.39016,                0.25801,                 0.8109,                0.40669,                0.16536,                0.80522,              0.0002213,              0.0002213,              0.0002213
                    542,                 0.5019,                0.33651,                0.88349,                0.59159,                0.29062,                0.89161,                0.96548,                0.97869,                0.99305,                0.92109,                0.39368,                0.25968,                 0.8113,                0.41088,                0.16782,                0.80558,               0.000218,               0.000218,               0.000218
                    543,                0.49732,                0.33567,                0.88526,                0.57716,                0.28315,                0.89618,                0.97213,                0.97645,                0.99328,                0.92225,                0.38707,                0.25709,                 0.8098,                0.40343,                0.16457,                0.80427,              0.0002147,              0.0002147,              0.0002147
                    544,                0.51223,                0.33498,                0.88926,                0.60361,                0.28283,                0.89713,                0.97331,                0.97725,                0.99342,                0.92196,                  0.387,                0.25782,                0.80936,                0.40464,                0.16461,                0.80488,              0.0002114,              0.0002114,              0.0002114
                    545,                0.51689,                0.33604,                0.89976,                0.60335,                0.28614,                0.90796,                0.98587,                0.96325,                0.99326,                0.92172,                0.38884,                0.25944,                0.80936,                0.40776,                 0.1613,                 0.8059,              0.0002081,              0.0002081,              0.0002081
                    546,                0.52539,                0.34597,                0.89434,                 0.6281,                0.29985,                 0.9026,                0.97767,                0.97025,                0.99315,                0.92074,                0.38896,                0.25973,                 0.8098,                0.40679,                 0.1647,                0.80555,              0.0002048,              0.0002048,              0.0002048
                    547,                0.54465,                0.35753,                0.90971,                0.64652,                0.31805,                0.92398,                0.97381,                0.97597,                0.99345,                0.92342,                0.38188,                0.25615,                0.80836,                0.40063,                0.15993,                0.80538,              0.0002015,              0.0002015,              0.0002015
                    548,                0.51357,                0.34037,                 0.9039,                0.58912,                0.28546,                 0.9102,                0.97048,                 0.9778,                0.99307,                0.92331,                0.38135,                0.25588,                0.80819,                0.40003,                0.16348,                0.80481,              0.0001982,              0.0001982,              0.0001982
                    549,                0.52985,                0.33462,                0.88156,                0.62909,                0.27681,                0.88562,                0.96762,                0.98513,                0.99325,                0.92175,                0.38691,                0.25899,                0.80833,                0.41032,                0.16409,                0.80496,              0.0001949,              0.0001949,              0.0001949
                    550,                0.50479,                0.33083,                0.88444,                0.59862,                0.27463,                0.89075,                0.97579,                 0.9755,                 0.9934,                0.92372,                0.38448,                0.25673,                0.80791,                 0.4057,                0.16253,                0.80413,              0.0001916,              0.0001916,              0.0001916
                    551,                0.50955,                0.33245,                0.89124,                0.60867,                0.27389,                0.89527,                0.97009,                0.97988,                0.99324,                0.92224,                0.38307,                0.25462,                 0.8075,                0.40453,                0.16295,                0.80334,              0.0001883,              0.0001883,              0.0001883
                    552,                0.49069,                 0.3338,                0.90062,                0.57188,                0.28532,                0.90622,                0.97007,                 0.9825,                0.99342,                0.92269,                0.38336,                0.25525,                0.80753,                0.40626,                0.15867,                0.80358,               0.000185,               0.000185,               0.000185
                    553,                 0.5163,                0.33877,                0.89064,                0.61917,                0.28234,                0.89512,                0.97158,                  0.979,                0.99315,                0.92393,                0.37998,                0.25316,                0.80807,                0.40166,                0.15993,                0.80389,              0.0001817,              0.0001817,              0.0001817
                    554,                0.50649,                0.32305,                0.87772,                0.59107,                0.26853,                0.88279,                0.98075,                0.98163,                0.99363,                0.92487,                0.38005,                0.25224,                0.80811,                0.39887,                0.15399,                 0.8039,              0.0001784,              0.0001784,              0.0001784
                    555,                0.51997,                 0.3363,                0.89501,                0.61124,                0.29304,                0.90285,                0.97894,                0.97602,                0.99347,                0.92342,                0.37943,                0.25307,                0.80771,                0.39818,                0.15492,                0.80355,              0.0001751,              0.0001751,              0.0001751
                    556,                0.53023,                0.33843,                0.88889,                0.62157,                0.28107,                0.89333,                0.97667,                0.97988,                0.99342,                0.92346,                  0.381,                 0.2529,                0.80796,                0.40067,                0.16002,                0.80398,              0.0001718,              0.0001718,              0.0001718
                    557,                0.50493,                0.32191,                0.88342,                0.59232,                0.25777,                0.88826,                0.98029,                0.97638,                0.99342,                 0.9224,                0.38067,                0.25326,                0.80802,                0.39711,                0.15799,                0.80294,              0.0001685,              0.0001685,              0.0001685
                    558,                0.51599,                0.33324,                 0.8824,                0.59189,                0.25937,                0.88391,                0.97309,                0.98074,                 0.9937,                 0.9246,                0.38311,                0.25453,                0.80839,                0.40189,                 0.1574,                0.80373,              0.0001652,              0.0001652,              0.0001652
                    559,                0.51086,                0.33649,                 0.8939,                0.59917,                0.29391,                0.90399,                0.98105,                0.97638,                0.99377,                0.92366,                0.37952,                0.25407,                0.80775,                0.39939,                0.15766,                0.80318,              0.0001619,              0.0001619,              0.0001619
                    560,                0.49983,                0.33479,                0.87843,                0.59158,                0.27803,                0.88805,                 0.9898,                0.96763,                0.99387,                0.92672,                0.37802,                0.25471,                0.80724,                0.39632,                0.15655,                0.80265,              0.0001586,              0.0001586,              0.0001586
                    561,                0.47641,                0.32046,                0.88673,                0.55144,                0.26285,                0.89268,                0.97847,                0.98513,                0.99399,                 0.9258,                0.37935,                0.25381,                0.80724,                0.39501,                0.15303,                0.80263,              0.0001553,              0.0001553,              0.0001553
                    562,                0.49536,                0.33096,                0.88539,                0.58931,                0.28105,                0.89364,                0.97863,                0.98425,                0.99411,                0.92969,                0.37745,                0.25082,                0.80742,                0.39369,                0.15243,                0.80228,               0.000152,               0.000152,               0.000152
                    563,                0.50452,                0.33104,                0.89249,                0.61137,                0.27436,                0.90282,                 0.9823,                0.97126,                0.99378,                0.92711,                0.37953,                0.25218,                0.80745,                0.39734,                0.15824,                0.80238,              0.0001487,              0.0001487,              0.0001487
                    564,                0.50054,                0.32947,                0.88054,                0.59504,                0.27168,                0.88402,                0.98471,                0.96763,                0.99345,                0.92671,                0.37391,                0.25229,                 0.8065,                0.39448,                0.16112,                0.80172,              0.0001454,              0.0001454,              0.0001454
                    565,                0.48579,                0.32549,                0.88306,                0.57506,                0.26007,                0.88993,                0.97146,                0.98287,                0.99353,                0.92738,                0.37264,                0.25032,                 0.8063,                 0.3894,                0.15853,                0.80112,              0.0001421,              0.0001421,              0.0001421
                    566,                0.50135,                0.32269,                0.87546,                0.60029,                0.26705,                0.88328,                0.98483,                0.96576,                0.99361,                0.92729,                0.37421,                0.24955,                0.80635,                0.39036,                0.15684,                0.80094,              0.0001388,              0.0001388,              0.0001388
                    567,                0.52316,                0.33574,                0.89151,                0.62554,                0.28516,                0.90102,                0.97551,                0.97988,                0.99346,                0.92873,                0.37345,                0.24891,                0.80637,                0.38971,                0.15674,                0.80098,              0.0001355,              0.0001355,              0.0001355
                    568,                0.50745,                0.33741,                0.88919,                0.60939,                0.28691,                0.90209,                0.98043,                0.97375,                0.99355,                0.92628,                0.37281,                0.24967,                0.80697,                0.39154,                0.15839,                0.80175,              0.0001322,              0.0001322,              0.0001322
                    569,                 0.5031,                0.32311,                0.88119,                 0.6109,                0.27703,                 0.8877,                0.97637,                  0.976,                0.99347,                0.92894,                0.37232,                0.25056,                0.80698,                0.38965,                 0.1575,                0.80199,              0.0001289,              0.0001289,              0.0001289
                    570,                0.48711,                0.32571,                0.87982,                0.58388,                0.26966,                0.88519,                0.97775,                0.98163,                0.99376,                0.92983,                0.37396,                0.25122,                0.80671,                0.38872,                0.15684,                 0.8014,              0.0001256,              0.0001256,              0.0001256
                    571,                 0.5106,                0.33565,                0.88786,                0.61541,                 0.2772,                0.89164,                0.97563,                0.98063,                0.99368,                0.93102,                0.37392,                0.25148,                0.80632,                0.38931,                0.16016,                 0.8012,              0.0001223,              0.0001223,              0.0001223
                    572,                0.51434,                0.33552,                0.88687,                0.60016,                0.28383,                0.89523,                0.97136,                0.97925,                0.99362,                0.92898,                0.37281,                0.25176,                0.80598,                0.38878,                0.15835,                0.80098,               0.000119,               0.000119,               0.000119
                    573,                0.50516,                0.33161,                0.88727,                0.58529,                0.27183,                0.89909,                0.97005,                0.98338,                0.99361,                 0.9313,                0.37146,                0.25121,                 0.8061,                0.38563,                0.15836,                0.80085,              0.0001157,              0.0001157,              0.0001157
                    574,                0.49974,                0.32866,                0.88853,                0.59634,                0.27489,                0.89083,                0.98165,                  0.979,                0.99363,                0.93074,                 0.3692,                 0.2509,                0.80626,                0.38628,                0.15208,                0.80132,              0.0001124,              0.0001124,              0.0001124
                    575,                0.49712,                0.32848,                0.87563,                0.59771,                0.27699,                0.88429,                 0.9724,                0.98688,                0.99393,                 0.9299,                0.36876,                0.25087,                 0.8063,                0.38718,                0.15352,                0.80185,              0.0001091,              0.0001091,              0.0001091
                    576,                0.48441,                0.32318,                0.88176,                0.58112,                0.25827,                0.88919,                0.97899,                0.97834,                0.99377,                0.92704,                0.37185,                0.25078,                0.80699,                0.39106,                0.15348,                0.80221,              0.0001058,              0.0001058,              0.0001058
                    577,                0.51436,                0.33675,                0.89786,                0.62954,                0.29726,                0.90606,                0.97737,                0.98233,                0.99363,                0.92713,                0.36972,                 0.2496,                0.80665,                 0.3892,                 0.1539,                0.80198,              0.0001025,              0.0001025,              0.0001025
                    578,                0.51968,                0.33587,                0.89013,                0.62562,                0.29619,                0.89458,                0.97845,                0.97463,                0.99327,                0.92885,                0.37057,                0.25015,                0.80646,                0.38898,                0.15702,                0.80135,               9.92e-05,               9.92e-05,               9.92e-05
                    579,                0.48042,                0.32539,                0.88339,                0.57836,                0.27817,                0.89136,                0.98149,                0.97413,                0.99338,                0.92594,                0.37511,                  0.251,                0.80677,                0.39686,                0.15799,                0.80165,               9.59e-05,               9.59e-05,               9.59e-05
                    580,                0.48733,                0.32762,                0.89631,                0.57458,                0.27255,                0.90466,                0.98071,                0.97113,                0.99337,                0.92834,                0.37064,                0.25055,                0.80601,                0.39269,                0.15604,                0.80114,               9.26e-05,               9.26e-05,               9.26e-05
                    581,                0.48818,                0.32516,                 0.8901,                0.58142,                 0.2757,                 0.8964,                0.97953,                0.97025,                 0.9932,                0.93118,                0.36661,                0.24969,                0.80571,                0.38771,                0.15698,                 0.8009,               8.93e-05,               8.93e-05,               8.93e-05
                    582,                0.48757,                  0.326,                0.87835,                0.56963,                0.25673,                0.87957,                0.96978,                 0.9825,                 0.9936,                0.93075,                0.36696,                0.24919,                0.80573,                0.38649,                0.15328,                0.80085,                8.6e-05,                8.6e-05,                8.6e-05
                    583,                0.47863,                0.32192,                0.88046,                 0.5534,                0.26033,                0.88604,                0.97893,                0.97578,                0.99367,                0.92951,                0.37077,                0.24996,                0.80641,                0.38891,                0.15397,                0.80107,               8.27e-05,               8.27e-05,               8.27e-05
                    584,                0.49067,                0.32599,                0.87977,                0.58117,                0.25772,                0.88328,                0.97892,                0.97524,                0.99342,                0.92915,                0.37372,                0.25108,                0.80698,                0.39098,                0.15709,                 0.8014,               7.94e-05,               7.94e-05,               7.94e-05
                    585,                0.49636,                0.32304,                0.88294,                0.58701,                 0.2695,                0.88685,                0.98312,                0.96837,                0.99342,                0.92898,                0.37392,                0.25092,                0.80681,                0.38961,                0.15728,                0.80156,               7.61e-05,               7.61e-05,               7.61e-05
                    586,                0.48328,                0.32089,                0.88085,                  0.558,                0.25811,                0.88607,                0.98312,                0.96811,                0.99352,                0.92743,                0.37525,                 0.2498,                0.80732,                0.39106,                 0.1587,                0.80175,               7.28e-05,               7.28e-05,               7.28e-05
                    587,                0.49796,                0.33475,                0.90157,                0.58522,                0.28807,                0.90797,                0.98327,                0.97288,                0.99375,                  0.931,                0.36959,                0.24783,                0.80696,                0.38596,                0.15637,                0.80149,               6.95e-05,               6.95e-05,               6.95e-05
                    588,                0.51204,                0.33034,                0.87349,                0.61265,                0.27292,                0.88166,                0.98494,                0.97279,                0.99368,                0.93069,                0.36815,                 0.2476,                0.80642,                0.38427,                0.15705,                0.80112,               6.62e-05,               6.62e-05,               6.62e-05
                    589,                0.48957,                0.31962,                0.87301,                0.59338,                0.27549,                0.88185,                0.98248,                0.96763,                0.99344,                0.93184,                0.36733,                0.24801,                0.80585,                0.38459,                0.16009,                0.80075,               6.29e-05,               6.29e-05,               6.29e-05
                    590,                0.48611,                0.32386,                0.87333,                0.58675,                0.26439,                 0.8784,                0.98402,                0.96959,                0.99359,                0.93227,                0.36671,                0.24789,                0.80558,                0.38491,                0.15818,                0.80067,               5.96e-05,               5.96e-05,               5.96e-05
                    591,                0.48742,                0.31962,                0.86685,                0.54069,                0.23243,                0.86588,                 0.9875,                0.96766,                0.99366,                0.92802,                0.37299,                 0.2504,                0.80575,                0.39143,                0.15459,                0.80104,               5.63e-05,               5.63e-05,               5.63e-05
                    592,                0.47998,                0.30127,                0.85756,                0.53454,                0.21714,                0.85298,                0.98411,                0.97545,                0.99381,                0.92407,                0.38142,                0.25385,                0.80658,                0.39944,                0.15597,                0.80186,                5.3e-05,                5.3e-05,                5.3e-05
                    593,                0.45648,                0.30263,                0.84907,                0.49832,                 0.2152,                0.84678,                0.97734,                0.98093,                0.99387,                0.92101,                0.39001,                0.25637,                0.80759,                0.40842,                0.15727,                0.80311,               4.97e-05,               4.97e-05,               4.97e-05
                    594,                0.47945,                0.30403,                0.84931,                0.52759,                0.20223,                0.84509,                0.96821,                  0.986,                0.99389,                0.91917,                0.39764,                0.25899,                 0.8089,                0.41816,                0.15903,                0.80458,               4.64e-05,               4.64e-05,               4.64e-05
                    595,                0.46846,                0.30838,                0.84651,                0.54668,                0.23901,                0.84773,                0.98317,                0.97463,                0.99383,                0.91721,                0.40276,                0.26026,                0.80986,                0.42369,                 0.1606,                0.80608,               4.31e-05,               4.31e-05,               4.31e-05
